"COLONYLENGTH","MAX_DEPTH_M","Area_surveyed_m2","SITE","PER_DEAD","LATITUDE","LONGITUDE","YEAR","TAIL_BINS","Bleaching_Period","Survey_Type"
30,13.1064,60,"TUT-222",35,-14.363787,-170.772574,"2025","QMED","Post-Bleaching","60m"
20,13.1064,60,"TUT-222",10,-14.363787,-170.772574,"2025","QMED","Post-Bleaching","60m"
60,13.1064,60,"TUT-222",75,-14.363787,-170.772574,"2025","Q80","Post-Bleaching","60m"
35,13.1064,60,"TUT-222",60,-14.363787,-170.772574,"2025","QMED","Post-Bleaching","60m"
15,13.1064,60,"TUT-222",20,-14.363787,-170.772574,"2025","QMED","Post-Bleaching","60m"
25,13.1064,60,"TUT-222",0,-14.363787,-170.772574,"2025","QMED","Post-Bleaching","60m"
50,13.1064,60,"TUT-222",95,-14.363787,-170.772574,"2025","Q80","Post-Bleaching","60m"
30,13.1064,60,"TUT-222",15,-14.363787,-170.772574,"2025","QMED","Post-Bleaching","60m"
20,13.1064,60,"TUT-222",0,-14.363787,-170.772574,"2025","QMED","Post-Bleaching","60m"
25,13.1064,60,"TUT-222",0,-14.363787,-170.772574,"2025","QMED","Post-Bleaching","60m"
60,13.1064,60,"TUT-222",98,-14.363787,-170.772574,"2025","Q80","Post-Bleaching","60m"
45,13.1064,60,"TUT-222",60,-14.363787,-170.772574,"2025","Q80","Post-Bleaching","60m"
35,13.1064,60,"TUT-222",10,-14.363787,-170.772574,"2025","QMED","Post-Bleaching","60m"
15,13.1064,60,"TUT-222",0,-14.363787,-170.772574,"2025","QMED","Post-Bleaching","60m"
20,13.1064,60,"TUT-222",10,-14.363787,-170.772574,"2025","QMED","Post-Bleaching","60m"
10,13.1064,60,"TUT-222",0,-14.363787,-170.772574,"2025","Q20","Post-Bleaching","60m"
50,13.1064,60,"TUT-222",15,-14.363787,-170.772574,"2025","Q80","Post-Bleaching","60m"
40,13.1064,60,"TUT-222",55,-14.363787,-170.772574,"2025","QMED","Post-Bleaching","60m"
55,13.1064,60,"TUT-222",50,-14.363787,-170.772574,"2025","Q80","Post-Bleaching","60m"
35,13.1064,60,"TUT-222",60,-14.363787,-170.772574,"2025","QMED","Post-Bleaching","60m"
50,13.1064,60,"TUT-222",95,-14.363787,-170.772574,"2025","Q80","Post-Bleaching","60m"
15,13.1064,60,"TUT-222",5,-14.363787,-170.772574,"2025","QMED","Post-Bleaching","60m"
10,13.1064,60,"TUT-222",0,-14.363787,-170.772574,"2025","Q20","Post-Bleaching","60m"
40,13.1064,60,"TUT-222",90,-14.363787,-170.772574,"2025","QMED","Post-Bleaching","60m"
85,13.1064,60,"TUT-222",30,-14.363787,-170.772574,"2025","Q80","Post-Bleaching","60m"
35,13.1064,60,"TUT-222",70,-14.363787,-170.772574,"2025","QMED","Post-Bleaching","60m"
35,13.1064,60,"TUT-222",20,-14.363787,-170.772574,"2025","QMED","Post-Bleaching","60m"
40,16.1544,60,"TUT-098",20,-14.314128,-170.652116,"2025","QMED","Post-Bleaching","60m"
NA,17.3736,60,"TUT-224",NA,-14.249692,-170.630235,"2025",NA,"Post-Bleaching","60m"
NA,17.3736,60,"TUT-224",NA,-14.249692,-170.630235,"2025",NA,"Post-Bleaching","60m"
NA,17.3736,60,"TUT-224",NA,-14.249692,-170.630235,"2025",NA,"Post-Bleaching","60m"
NA,9.7536,60,"TUT-144",NA,-14.24708,-170.581465,"2025",NA,"Post-Bleaching","60m"
NA,9.7536,60,"TUT-144",NA,-14.24708,-170.581465,"2025",NA,"Post-Bleaching","60m"
NA,9.7536,60,"TUT-144",NA,-14.24708,-170.581465,"2025",NA,"Post-Bleaching","60m"
NA,9.7536,60,"TUT-144",NA,-14.24708,-170.581465,"2025",NA,"Post-Bleaching","60m"
NA,9.7536,60,"TUT-144",NA,-14.24708,-170.581465,"2025",NA,"Post-Bleaching","60m"
NA,9.7536,60,"TUT-144",NA,-14.24708,-170.581465,"2025",NA,"Post-Bleaching","60m"
NA,9.7536,60,"TUT-144",NA,-14.24708,-170.581465,"2025",NA,"Post-Bleaching","60m"
NA,9.7536,60,"TUT-144",NA,-14.24708,-170.581465,"2025",NA,"Post-Bleaching","60m"
NA,13.1064,60,"TUT-210",5,-14.301899,-170.679903,"2025",NA,"Post-Bleaching","60m"
NA,13.1064,60,"TUT-210",0,-14.301899,-170.679903,"2025",NA,"Post-Bleaching","60m"
NA,13.1064,60,"TUT-210",0,-14.301899,-170.679903,"2025",NA,"Post-Bleaching","60m"
NA,13.1064,60,"TUT-210",50,-14.301899,-170.679903,"2025",NA,"Post-Bleaching","60m"
NA,13.1064,60,"TUT-210",10,-14.301899,-170.679903,"2025",NA,"Post-Bleaching","60m"
NA,13.1064,60,"TUT-210",0,-14.301899,-170.679903,"2025",NA,"Post-Bleaching","60m"
NA,13.1064,60,"TUT-210",5,-14.301899,-170.679903,"2025",NA,"Post-Bleaching","60m"
NA,13.1064,60,"TUT-210",5,-14.301899,-170.679903,"2025",NA,"Post-Bleaching","60m"
NA,14.9352,60,"TUT-212",40,-14.338095,-170.793296,"2025",NA,"Post-Bleaching","60m"
NA,14.9352,60,"TUT-212",20,-14.338095,-170.793296,"2025",NA,"Post-Bleaching","60m"
NA,14.9352,60,"TUT-212",2,-14.338095,-170.793296,"2025",NA,"Post-Bleaching","60m"
NA,14.9352,60,"TUT-212",30,-14.338095,-170.793296,"2025",NA,"Post-Bleaching","60m"
NA,14.9352,60,"TUT-212",35,-14.338095,-170.793296,"2025",NA,"Post-Bleaching","60m"
NA,14.9352,60,"TUT-212",0,-14.338095,-170.793296,"2025",NA,"Post-Bleaching","60m"
NA,14.9352,60,"TUT-212",1,-14.338095,-170.793296,"2025",NA,"Post-Bleaching","60m"
NA,14.9352,60,"TUT-212",5,-14.338095,-170.793296,"2025",NA,"Post-Bleaching","60m"
NA,14.9352,60,"TUT-212",1,-14.338095,-170.793296,"2025",NA,"Post-Bleaching","60m"
NA,14.9352,60,"TUT-212",20,-14.338095,-170.793296,"2025",NA,"Post-Bleaching","60m"
NA,14.9352,60,"TUT-212",5,-14.338095,-170.793296,"2025",NA,"Post-Bleaching","60m"
NA,14.9352,60,"TUT-212",1,-14.338095,-170.793296,"2025",NA,"Post-Bleaching","60m"
NA,14.9352,60,"TUT-212",3,-14.338095,-170.793296,"2025",NA,"Post-Bleaching","60m"
NA,14.9352,60,"TUT-212",70,-14.338095,-170.793296,"2025",NA,"Post-Bleaching","60m"
NA,14.9352,60,"TUT-212",50,-14.338095,-170.793296,"2025",NA,"Post-Bleaching","60m"
NA,6.4008,60,"TUT-213",1,-14.329327,-170.83181,"2025",NA,"Post-Bleaching","60m"
NA,6.4008,60,"TUT-213",5,-14.329327,-170.83181,"2025",NA,"Post-Bleaching","60m"
NA,6.4008,60,"TUT-213",20,-14.329327,-170.83181,"2025",NA,"Post-Bleaching","60m"
NA,6.4008,60,"TUT-213",5,-14.329327,-170.83181,"2025",NA,"Post-Bleaching","60m"
NA,6.4008,60,"TUT-213",2,-14.329327,-170.83181,"2025",NA,"Post-Bleaching","60m"
NA,6.4008,60,"TUT-213",5,-14.329327,-170.83181,"2025",NA,"Post-Bleaching","60m"
NA,6.4008,60,"TUT-213",5,-14.329327,-170.83181,"2025",NA,"Post-Bleaching","60m"
NA,6.4008,60,"TUT-213",80,-14.329327,-170.83181,"2025",NA,"Post-Bleaching","60m"
NA,6.4008,60,"TUT-213",25,-14.329327,-170.83181,"2025",NA,"Post-Bleaching","60m"
NA,6.4008,60,"TUT-213",2,-14.329327,-170.83181,"2025",NA,"Post-Bleaching","60m"
NA,6.4008,60,"TUT-213",90,-14.329327,-170.83181,"2025",NA,"Post-Bleaching","60m"
NA,6.4008,60,"TUT-213",25,-14.329327,-170.83181,"2025",NA,"Post-Bleaching","60m"
NA,6.4008,60,"TUT-213",25,-14.329327,-170.83181,"2025",NA,"Post-Bleaching","60m"
NA,6.4008,60,"TUT-213",75,-14.329327,-170.83181,"2025",NA,"Post-Bleaching","60m"
NA,6.4008,60,"TUT-213",65,-14.329327,-170.83181,"2025",NA,"Post-Bleaching","60m"
NA,6.4008,60,"TUT-213",80,-14.329327,-170.83181,"2025",NA,"Post-Bleaching","60m"
NA,6.4008,60,"TUT-213",0,-14.329327,-170.83181,"2025",NA,"Post-Bleaching","60m"
NA,6.4008,60,"TUT-213",35,-14.329327,-170.83181,"2025",NA,"Post-Bleaching","60m"
NA,6.4008,60,"TUT-213",2,-14.329327,-170.83181,"2025",NA,"Post-Bleaching","60m"
NA,6.4008,60,"TUT-213",5,-14.329327,-170.83181,"2025",NA,"Post-Bleaching","60m"
NA,6.4008,60,"TUT-213",40,-14.329327,-170.83181,"2025",NA,"Post-Bleaching","60m"
NA,6.4008,60,"TUT-213",0,-14.329327,-170.83181,"2025",NA,"Post-Bleaching","60m"
NA,6.4008,60,"TUT-213",15,-14.329327,-170.83181,"2025",NA,"Post-Bleaching","60m"
NA,6.4008,60,"TUT-213",25,-14.329327,-170.83181,"2025",NA,"Post-Bleaching","60m"
NA,6.4008,60,"TUT-213",20,-14.329327,-170.83181,"2025",NA,"Post-Bleaching","60m"
NA,6.4008,60,"TUT-213",2,-14.329327,-170.83181,"2025",NA,"Post-Bleaching","60m"
NA,6.4008,60,"TUT-213",10,-14.329327,-170.83181,"2025",NA,"Post-Bleaching","60m"
NA,6.4008,60,"TUT-213",5,-14.329327,-170.83181,"2025",NA,"Post-Bleaching","60m"
NA,6.4008,60,"TUT-213",15,-14.329327,-170.83181,"2025",NA,"Post-Bleaching","60m"
NA,6.4008,60,"TUT-213",50,-14.329327,-170.83181,"2025",NA,"Post-Bleaching","60m"
NA,13.4112,60,"TUT-169",80,-14.330384,-170.812348,"2025",NA,"Post-Bleaching","60m"
NA,13.4112,60,"TUT-169",85,-14.330384,-170.812348,"2025",NA,"Post-Bleaching","60m"
NA,13.4112,60,"TUT-169",95,-14.330384,-170.812348,"2025",NA,"Post-Bleaching","60m"
NA,13.4112,60,"TUT-169",0,-14.330384,-170.812348,"2025",NA,"Post-Bleaching","60m"
NA,13.4112,60,"TUT-169",0,-14.330384,-170.812348,"2025",NA,"Post-Bleaching","60m"
NA,13.4112,60,"TUT-169",90,-14.330384,-170.812348,"2025",NA,"Post-Bleaching","60m"
NA,13.4112,60,"TUT-169",85,-14.330384,-170.812348,"2025",NA,"Post-Bleaching","60m"
NA,13.4112,60,"TUT-169",95,-14.330384,-170.812348,"2025",NA,"Post-Bleaching","60m"
NA,13.4112,60,"TUT-169",85,-14.330384,-170.812348,"2025",NA,"Post-Bleaching","60m"
NA,13.4112,60,"TUT-169",80,-14.330384,-170.812348,"2025",NA,"Post-Bleaching","60m"
NA,13.4112,60,"TUT-169",1,-14.330384,-170.812348,"2025",NA,"Post-Bleaching","60m"
NA,13.4112,60,"TUT-169",80,-14.330384,-170.812348,"2025",NA,"Post-Bleaching","60m"
NA,13.4112,60,"TUT-169",0,-14.330384,-170.812348,"2025",NA,"Post-Bleaching","60m"
NA,13.4112,60,"TUT-169",0,-14.330384,-170.812348,"2025",NA,"Post-Bleaching","60m"
NA,13.4112,60,"TUT-169",90,-14.330384,-170.812348,"2025",NA,"Post-Bleaching","60m"
NA,13.4112,60,"TUT-169",15,-14.330384,-170.812348,"2025",NA,"Post-Bleaching","60m"
NA,13.4112,60,"TUT-169",65,-14.330384,-170.812348,"2025",NA,"Post-Bleaching","60m"
NA,13.4112,60,"TUT-169",70,-14.330384,-170.812348,"2025",NA,"Post-Bleaching","60m"
NA,13.4112,60,"TUT-169",25,-14.330384,-170.812348,"2025",NA,"Post-Bleaching","60m"
NA,13.4112,60,"TUT-169",5,-14.330384,-170.812348,"2025",NA,"Post-Bleaching","60m"
NA,13.4112,60,"TUT-169",2,-14.330384,-170.812348,"2025",NA,"Post-Bleaching","60m"
NA,13.4112,60,"TUT-169",85,-14.330384,-170.812348,"2025",NA,"Post-Bleaching","60m"
NA,13.4112,60,"TUT-169",90,-14.330384,-170.812348,"2025",NA,"Post-Bleaching","60m"
NA,8.5344,60,"TUT-168",1,-14.360877,-170.781335,"2025",NA,"Post-Bleaching","60m"
NA,8.5344,60,"TUT-168",25,-14.360877,-170.781335,"2025",NA,"Post-Bleaching","60m"
NA,8.5344,60,"TUT-168",25,-14.360877,-170.781335,"2025",NA,"Post-Bleaching","60m"
NA,8.5344,60,"TUT-168",5,-14.360877,-170.781335,"2025",NA,"Post-Bleaching","60m"
NA,8.5344,60,"TUT-168",0,-14.360877,-170.781335,"2025",NA,"Post-Bleaching","60m"
NA,8.5344,60,"TUT-168",30,-14.360877,-170.781335,"2025",NA,"Post-Bleaching","60m"
NA,8.5344,60,"TUT-168",5,-14.360877,-170.781335,"2025",NA,"Post-Bleaching","60m"
NA,8.5344,60,"TUT-168",0,-14.360877,-170.781335,"2025",NA,"Post-Bleaching","60m"
NA,8.5344,60,"TUT-168",50,-14.360877,-170.781335,"2025",NA,"Post-Bleaching","60m"
NA,8.5344,60,"TUT-168",40,-14.360877,-170.781335,"2025",NA,"Post-Bleaching","60m"
NA,8.5344,60,"TUT-168",55,-14.360877,-170.781335,"2025",NA,"Post-Bleaching","60m"
NA,8.5344,60,"TUT-168",20,-14.360877,-170.781335,"2025",NA,"Post-Bleaching","60m"
NA,8.5344,60,"TUT-168",5,-14.360877,-170.781335,"2025",NA,"Post-Bleaching","60m"
NA,8.5344,60,"TUT-168",10,-14.360877,-170.781335,"2025",NA,"Post-Bleaching","60m"
NA,8.5344,60,"TUT-168",20,-14.360877,-170.781335,"2025",NA,"Post-Bleaching","60m"
NA,8.5344,60,"TUT-168",10,-14.360877,-170.781335,"2025",NA,"Post-Bleaching","60m"
NA,8.5344,60,"TUT-168",5,-14.360877,-170.781335,"2025",NA,"Post-Bleaching","60m"
NA,8.5344,60,"TUT-168",1,-14.360877,-170.781335,"2025",NA,"Post-Bleaching","60m"
NA,8.5344,60,"TUT-168",0,-14.360877,-170.781335,"2025",NA,"Post-Bleaching","60m"
NA,8.5344,60,"TUT-168",0,-14.360877,-170.781335,"2025",NA,"Post-Bleaching","60m"
NA,8.5344,60,"TUT-168",20,-14.360877,-170.781335,"2025",NA,"Post-Bleaching","60m"
NA,8.5344,60,"TUT-168",15,-14.360877,-170.781335,"2025",NA,"Post-Bleaching","60m"
NA,8.5344,60,"TUT-168",75,-14.360877,-170.781335,"2025",NA,"Post-Bleaching","60m"
NA,8.5344,60,"TUT-168",30,-14.360877,-170.781335,"2025",NA,"Post-Bleaching","60m"
NA,8.5344,60,"TUT-168",5,-14.360877,-170.781335,"2025",NA,"Post-Bleaching","60m"
NA,8.5344,60,"TUT-168",5,-14.360877,-170.781335,"2025",NA,"Post-Bleaching","60m"
NA,8.5344,60,"TUT-168",80,-14.360877,-170.781335,"2025",NA,"Post-Bleaching","60m"
NA,8.5344,60,"TUT-168",0,-14.360877,-170.781335,"2025",NA,"Post-Bleaching","60m"
NA,8.5344,60,"TUT-168",5,-14.360877,-170.781335,"2025",NA,"Post-Bleaching","60m"
NA,8.5344,60,"TUT-168",5,-14.360877,-170.781335,"2025",NA,"Post-Bleaching","60m"
NA,6.7056,60,"TUT-143",5,-14.365158,-170.761604,"2025",NA,"Post-Bleaching","60m"
NA,6.7056,60,"TUT-143",0,-14.365158,-170.761604,"2025",NA,"Post-Bleaching","60m"
NA,6.7056,60,"TUT-143",0,-14.365158,-170.761604,"2025",NA,"Post-Bleaching","60m"
NA,6.7056,60,"TUT-143",5,-14.365158,-170.761604,"2025",NA,"Post-Bleaching","60m"
NA,6.7056,60,"TUT-143",1,-14.365158,-170.761604,"2025",NA,"Post-Bleaching","60m"
NA,6.7056,60,"TUT-143",0,-14.365158,-170.761604,"2025",NA,"Post-Bleaching","60m"
NA,6.7056,60,"TUT-143",0,-14.365158,-170.761604,"2025",NA,"Post-Bleaching","60m"
NA,6.7056,60,"TUT-143",25,-14.365158,-170.761604,"2025",NA,"Post-Bleaching","60m"
NA,6.7056,60,"TUT-143",0,-14.365158,-170.761604,"2025",NA,"Post-Bleaching","60m"
NA,6.7056,60,"TUT-143",0,-14.365158,-170.761604,"2025",NA,"Post-Bleaching","60m"
NA,6.7056,60,"TUT-143",0,-14.365158,-170.761604,"2025",NA,"Post-Bleaching","60m"
NA,6.7056,60,"TUT-143",35,-14.365158,-170.761604,"2025",NA,"Post-Bleaching","60m"
NA,6.7056,60,"TUT-143",1,-14.365158,-170.761604,"2025",NA,"Post-Bleaching","60m"
NA,6.7056,60,"TUT-143",5,-14.365158,-170.761604,"2025",NA,"Post-Bleaching","60m"
NA,6.7056,60,"TUT-143",75,-14.365158,-170.761604,"2025",NA,"Post-Bleaching","60m"
NA,6.7056,60,"TUT-143",0,-14.365158,-170.761604,"2025",NA,"Post-Bleaching","60m"
NA,6.7056,60,"TUT-143",5,-14.365158,-170.761604,"2025",NA,"Post-Bleaching","60m"
NA,6.7056,60,"TUT-143",10,-14.365158,-170.761604,"2025",NA,"Post-Bleaching","60m"
NA,6.7056,60,"TUT-143",0,-14.365158,-170.761604,"2025",NA,"Post-Bleaching","60m"
NA,6.7056,60,"TUT-143",10,-14.365158,-170.761604,"2025",NA,"Post-Bleaching","60m"
NA,6.7056,60,"TUT-143",0,-14.365158,-170.761604,"2025",NA,"Post-Bleaching","60m"
NA,6.7056,60,"TUT-143",10,-14.365158,-170.761604,"2025",NA,"Post-Bleaching","60m"
NA,6.7056,60,"TUT-143",0,-14.365158,-170.761604,"2025",NA,"Post-Bleaching","60m"
NA,6.7056,60,"TUT-143",0,-14.365158,-170.761604,"2025",NA,"Post-Bleaching","60m"
NA,6.7056,60,"TUT-143",0,-14.365158,-170.761604,"2025",NA,"Post-Bleaching","60m"
NA,6.7056,60,"TUT-143",0,-14.365158,-170.761604,"2025",NA,"Post-Bleaching","60m"
NA,8.2296,60,"TUT-201",NA,-14.297134,-170.811783,"2025",NA,"Post-Bleaching","60m"
NA,10.3632,60,"TUT-203",NA,-14.283693,-170.72293,"2025",NA,"Post-Bleaching","60m"
NA,14.6304,60,"TUT-053",NA,-14.248415,-170.659327,"2025",NA,"Post-Bleaching","60m"
NA,14.6304,60,"TUT-053",NA,-14.248415,-170.659327,"2025",NA,"Post-Bleaching","60m"
NA,11.5824,60,"TUT-076",2,-14.283504,-170.631611,"2025",NA,"Post-Bleaching","60m"
NA,11.5824,60,"TUT-076",35,-14.283504,-170.631611,"2025",NA,"Post-Bleaching","60m"
NA,11.5824,60,"TUT-076",20,-14.283504,-170.631611,"2025",NA,"Post-Bleaching","60m"
NA,11.5824,60,"TUT-076",1,-14.283504,-170.631611,"2025",NA,"Post-Bleaching","60m"
NA,11.8872,60,"TUT-109",0,-14.284747,-170.600404,"2025",NA,"Post-Bleaching","60m"
NA,11.8872,60,"TUT-109",1,-14.284747,-170.600404,"2025",NA,"Post-Bleaching","60m"
NA,11.8872,60,"TUT-109",0,-14.284747,-170.600404,"2025",NA,"Post-Bleaching","60m"
NA,11.8872,60,"TUT-109",0,-14.284747,-170.600404,"2025",NA,"Post-Bleaching","60m"
NA,11.8872,60,"TUT-109",2,-14.284747,-170.600404,"2025",NA,"Post-Bleaching","60m"
NA,11.8872,60,"TUT-109",15,-14.284747,-170.600404,"2025",NA,"Post-Bleaching","60m"
NA,11.8872,60,"TUT-109",50,-14.284747,-170.600404,"2025",NA,"Post-Bleaching","60m"
NA,11.8872,60,"TUT-109",15,-14.284747,-170.600404,"2025",NA,"Post-Bleaching","60m"
NA,11.8872,60,"TUT-109",10,-14.284747,-170.600404,"2025",NA,"Post-Bleaching","60m"
NA,11.8872,60,"TUT-109",2,-14.284747,-170.600404,"2025",NA,"Post-Bleaching","60m"
NA,11.8872,60,"TUT-109",60,-14.284747,-170.600404,"2025",NA,"Post-Bleaching","60m"
NA,11.8872,60,"TUT-109",60,-14.284747,-170.600404,"2025",NA,"Post-Bleaching","60m"
NA,11.8872,60,"TUT-109",5,-14.284747,-170.600404,"2025",NA,"Post-Bleaching","60m"
NA,11.8872,60,"TUT-109",0,-14.284747,-170.600404,"2025",NA,"Post-Bleaching","60m"
NA,11.8872,60,"TUT-109",0,-14.284747,-170.600404,"2025",NA,"Post-Bleaching","60m"
NA,11.8872,60,"TUT-109",0,-14.284747,-170.600404,"2025",NA,"Post-Bleaching","60m"
NA,11.8872,60,"TUT-109",0,-14.284747,-170.600404,"2025",NA,"Post-Bleaching","60m"
NA,11.8872,60,"TUT-109",0,-14.284747,-170.600404,"2025",NA,"Post-Bleaching","60m"
NA,11.8872,60,"TUT-109",2,-14.284747,-170.600404,"2025",NA,"Post-Bleaching","60m"
NA,11.8872,60,"TUT-109",0,-14.284747,-170.600404,"2025",NA,"Post-Bleaching","60m"
NA,11.8872,60,"TUT-109",0,-14.284747,-170.600404,"2025",NA,"Post-Bleaching","60m"
NA,11.8872,60,"TUT-109",0,-14.284747,-170.600404,"2025",NA,"Post-Bleaching","60m"
NA,11.8872,60,"TUT-109",0,-14.284747,-170.600404,"2025",NA,"Post-Bleaching","60m"
NA,11.8872,60,"TUT-109",0,-14.284747,-170.600404,"2025",NA,"Post-Bleaching","60m"
NA,11.8872,60,"TUT-109",0,-14.284747,-170.600404,"2025",NA,"Post-Bleaching","60m"
NA,11.8872,60,"TUT-109",0,-14.284747,-170.600404,"2025",NA,"Post-Bleaching","60m"
NA,11.8872,60,"TUT-109",0,-14.284747,-170.600404,"2025",NA,"Post-Bleaching","60m"
NA,11.8872,60,"TUT-109",0,-14.284747,-170.600404,"2025",NA,"Post-Bleaching","60m"
NA,11.8872,60,"TUT-109",70,-14.284747,-170.600404,"2025",NA,"Post-Bleaching","60m"
NA,11.8872,60,"TUT-109",20,-14.284747,-170.600404,"2025",NA,"Post-Bleaching","60m"
NA,11.8872,60,"TUT-104",NA,-14.316648,-170.65397,"2025",NA,"Post-Bleaching","60m"
NA,11.8872,60,"TUT-104",NA,-14.316648,-170.65397,"2025",NA,"Post-Bleaching","60m"
NA,11.8872,60,"TUT-104",NA,-14.316648,-170.65397,"2025",NA,"Post-Bleaching","60m"
NA,7.9248,60,"TUT-103",NA,-14.292398,-170.675569,"2025",NA,"Post-Bleaching","60m"
NA,7.9248,60,"TUT-103",NA,-14.292398,-170.675569,"2025",NA,"Post-Bleaching","60m"
NA,15.5448,60,"TUT-113",NA,-14.323617,-170.67021,"2025",NA,"Post-Bleaching","60m"
NA,15.5448,60,"TUT-113",NA,-14.323617,-170.67021,"2025",NA,"Post-Bleaching","60m"
NA,15.5448,60,"TUT-113",NA,-14.323617,-170.67021,"2025",NA,"Post-Bleaching","60m"
NA,8.5344,60,"TUT-093",0,-14.337165,-170.711077,"2025",NA,"Post-Bleaching","60m"
NA,8.5344,60,"TUT-093",0,-14.337165,-170.711077,"2025",NA,"Post-Bleaching","60m"
NA,8.5344,60,"TUT-093",5,-14.337165,-170.711077,"2025",NA,"Post-Bleaching","60m"
NA,8.5344,60,"TUT-093",15,-14.337165,-170.711077,"2025",NA,"Post-Bleaching","60m"
NA,8.5344,60,"TUT-093",5,-14.337165,-170.711077,"2025",NA,"Post-Bleaching","60m"
NA,8.5344,60,"TUT-093",0,-14.337165,-170.711077,"2025",NA,"Post-Bleaching","60m"
NA,8.5344,60,"TUT-093",1,-14.337165,-170.711077,"2025",NA,"Post-Bleaching","60m"
NA,8.5344,60,"TUT-093",15,-14.337165,-170.711077,"2025",NA,"Post-Bleaching","60m"
NA,9.7536,60,"TUT-208",NA,-14.348332,-170.725342,"2025",NA,"Post-Bleaching","60m"
NA,11.2776,60,"TUT-074",NA,-14.360978,-170.736214,"2025",NA,"Post-Bleaching","60m"
NA,11.2776,60,"TUT-074",NA,-14.360978,-170.736214,"2025",NA,"Post-Bleaching","60m"
NA,11.2776,60,"TUT-074",NA,-14.360978,-170.736214,"2025",NA,"Post-Bleaching","60m"
NA,11.2776,60,"TUT-074",NA,-14.360978,-170.736214,"2025",NA,"Post-Bleaching","60m"
NA,7.62,60,"TUT-207",10,-14.303783,-170.683308,"2025",NA,"Post-Bleaching","60m"
NA,7.62,60,"TUT-207",35,-14.303783,-170.683308,"2025",NA,"Post-Bleaching","60m"
NA,7.62,60,"TUT-207",20,-14.303783,-170.683308,"2025",NA,"Post-Bleaching","60m"
NA,12.192,60,"TUT-091",15,-14.278903,-170.586065,"2025",NA,"Post-Bleaching","60m"
NA,12.192,60,"TUT-091",50,-14.278903,-170.586065,"2025",NA,"Post-Bleaching","60m"
NA,12.192,60,"TUT-091",80,-14.278903,-170.586065,"2025",NA,"Post-Bleaching","60m"
NA,12.192,60,"TUT-091",15,-14.278903,-170.586065,"2025",NA,"Post-Bleaching","60m"
NA,12.192,60,"TUT-091",2,-14.278903,-170.586065,"2025",NA,"Post-Bleaching","60m"
NA,12.192,60,"TUT-091",15,-14.278903,-170.586065,"2025",NA,"Post-Bleaching","60m"
NA,12.192,60,"TUT-091",3,-14.278903,-170.586065,"2025",NA,"Post-Bleaching","60m"
NA,12.192,60,"TUT-091",10,-14.278903,-170.586065,"2025",NA,"Post-Bleaching","60m"
NA,12.192,60,"TUT-091",85,-14.278903,-170.586065,"2025",NA,"Post-Bleaching","60m"
NA,12.192,60,"TUT-091",1,-14.278903,-170.586065,"2025",NA,"Post-Bleaching","60m"
NA,12.192,60,"TUT-091",100,-14.278903,-170.586065,"2025",NA,"Post-Bleaching","60m"
NA,12.192,60,"TUT-091",25,-14.278903,-170.586065,"2025",NA,"Post-Bleaching","60m"
NA,12.192,60,"TUT-091",80,-14.278903,-170.586065,"2025",NA,"Post-Bleaching","60m"
NA,12.192,60,"TUT-091",65,-14.278903,-170.586065,"2025",NA,"Post-Bleaching","60m"
NA,12.192,60,"TUT-091",70,-14.278903,-170.586065,"2025",NA,"Post-Bleaching","60m"
NA,12.192,60,"TUT-091",50,-14.278903,-170.586065,"2025",NA,"Post-Bleaching","60m"
NA,12.192,60,"TUT-091",75,-14.278903,-170.586065,"2025",NA,"Post-Bleaching","60m"
NA,12.192,60,"TUT-091",50,-14.278903,-170.586065,"2025",NA,"Post-Bleaching","60m"
16,10.3632,60,"TUT-215",2,-14.243735,-170.669372,"2025","QMED","Post-Bleaching","60m"
11,10.3632,60,"TUT-215",20,-14.243735,-170.669372,"2025","Q20","Post-Bleaching","60m"
29,10.3632,60,"TUT-215",70,-14.243735,-170.669372,"2025","QMED","Post-Bleaching","60m"
46,10.3632,60,"TUT-215",50,-14.243735,-170.669372,"2025","Q80","Post-Bleaching","60m"
52,10.3632,60,"TUT-215",50,-14.243735,-170.669372,"2025","Q80","Post-Bleaching","60m"
22,14.3256,60,"TUT-214",2,-14.28309,-170.607,"2025","QMED","Post-Bleaching","60m"
31,14.3256,60,"TUT-214",85,-14.28309,-170.607,"2025","QMED","Post-Bleaching","60m"
41,14.3256,60,"TUT-214",45,-14.28309,-170.607,"2025","Q80","Post-Bleaching","60m"
62,14.3256,60,"TUT-214",45,-14.28309,-170.607,"2025","Q80","Post-Bleaching","60m"
49,14.3256,60,"TUT-214",55,-14.28309,-170.607,"2025","Q80","Post-Bleaching","60m"
18,14.3256,60,"TUT-214",2,-14.28309,-170.607,"2025","QMED","Post-Bleaching","60m"
70,14.3256,60,"TUT-214",60,-14.28309,-170.607,"2025","Q80","Post-Bleaching","60m"
17,14.3256,60,"TUT-214",0,-14.28309,-170.607,"2025","QMED","Post-Bleaching","60m"
140,14.3256,60,"TUT-214",70,-14.28309,-170.607,"2025","Q80","Post-Bleaching","60m"
27,14.3256,60,"TUT-214",0,-14.28309,-170.607,"2025","QMED","Post-Bleaching","60m"
68,14.3256,60,"TUT-214",95,-14.28309,-170.607,"2025","Q80","Post-Bleaching","60m"
6,14.3256,60,"TUT-214",0,-14.28309,-170.607,"2025","Q20","Post-Bleaching","60m"
